block,braking_condition,crossing_time,ehmi_time,has_ehmi,is_braking,orig_speed,speed,start_time,subj_safety,subject,time_gap,trial
A,1,0.3981871345029049,,False,False,35,15.645954403218596,1034.525812865497,1,1,3,43
A,0,,,False,False,35,15.645954403218596,1051.179812865497,0,1,2,44
A,0,0.3214344262294162,,False,False,25,11.17568171658471,1063.1475655737706,3,1,4,45
A,3,2.8443918918919735,-0.8296081081080047,False,True,30,13.410818059901654,1085.913608108108,3,1,2,46
A,3,0.541187134502934,2.554187134502854,False,True,35,15.645954403218596,1106.938812865497,4,1,5,47
B,2,5.2643918918918935,,False,True,30,13.410818059901654,22.906608108108106,3,1,2,0
B,1,,,False,False,25,11.17568171658471,69.1985655737705,0,1,3,1
B,0,,,False,False,30,13.410818059901654,80.20560810810811,0,1,2,2
B,0,0.40239189189188096,,False,False,30,13.410818059901654,91.20560810810811,2,1,4,3
B,1,0.26643442622950886,,False,False,25,11.17568171658471,110.72356557377049,2,1,4,4
B,2,0.42043442622951943,,False,True,25,11.17568171658471,131.22756557377048,3,1,4,5
B,1,0.5453918918919101,,False,False,30,13.410818059901654,150.2316081081081,1,1,4,6
B,1,0.5961871345029124,,False,False,35,15.645954403218596,168.0778128654971,2,1,5,7
B,2,0.6883918918918823,,False,True,30,13.410818059901654,190.20560810810812,3,1,5,8
B,0,,,False,False,25,11.17568171658471,213.0015655737705,0,1,2,9
B,1,0.5301871345029099,,False,False,35,15.645954403218596,225.66281286549707,2,1,4,10
B,3,0.8604344262295172,-1.4385655737704894,False,True,25,11.17568171658471,246.7715655737705,3,1,2,11
B,0,,,False,False,25,11.17568171658471,268.7935655737705,0,1,3,12
B,2,0.5343918918919144,,False,True,30,13.410818059901654,279.8116081081081,3,1,4,13
B,1,,,False,False,25,11.17568171658471,302.7505655737705,0,1,2,14
B,0,0.6071871345029081,,False,False,35,15.645954403218596,314.4438128654971,1,1,3,15
B,2,0.5851871345028599,,False,True,35,15.645954403218596,331.0318128654971,3,1,5,16
B,2,4.7544344262295795,,False,True,25,11.17568171658471,352.11856557377047,3,1,2,17
B,3,0.4641871345029358,2.565187134502935,False,True,35,15.645954403218596,378.0348128654971,4,1,5,18
B,3,0.3654344262295126,0.5964344262295072,False,True,25,11.17568171658471,399.9685655737705,3,1,4,19
B,1,,,False,False,30,13.410818059901654,422.3166081081081,0,1,3,20
B,2,0.43143442622954353,,False,True,25,11.17568171658471,434.8825655737705,3,1,5,21
B,0,0.12318713450298446,,False,False,35,15.645954403218596,455.80481286549707,2,1,4,22
B,1,,,False,False,35,15.645954403218596,474.3728128654971,0,1,2,23
B,0,0.2884344262294576,,False,False,25,11.17568171658471,486.6485655737705,2,1,4,24
B,3,0.5741871345028926,1.5641871345029017,False,True,35,15.645954403218596,503.9958128654971,3,1,4,25
B,3,0.14543442622948533,-0.4045655737704692,False,True,25,11.17568171658471,524.1475655737705,3,1,3,26
B,1,0.33243442622938346,,False,False,25,11.17568171658471,544.3435655737705,3,1,5,27
B,1,0.4793918918919644,,False,False,30,13.410818059901654,562.7206081081081,1,1,2,28
B,3,4.809187134502963,-0.41581286549705965,False,True,35,15.645954403218596,579.103812865497,3,1,2,29
B,0,,,False,False,30,13.410818059901654,603.9156081081081,0,1,3,30
B,3,0.4201871345029531,0.5741871345029494,False,True,35,15.645954403218596,614.7328128654971,3,1,3,31
B,0,0.486187134502984,,False,False,35,15.645954403218596,634.037812865497,2,1,5,32
B,0,0.380391891891918,,False,False,30,13.410818059901654,653.173608108108,2,1,5,33
B,2,0.47518713450290306,,False,True,35,15.645954403218596,671.9658128654971,2,1,3,34
B,1,0.2551871345028758,,False,False,35,15.645954403218596,688.6748128654971,1,1,3,35
B,2,0.11639189189190802,,False,True,30,13.410818059901654,706.6006081081081,2,1,3,36
B,0,0.39843442622964176,,False,False,25,11.17568171658471,732.2125655737705,3,1,5,37
B,0,,,False,False,35,15.645954403218596,749.944812865497,0,1,2,38
B,3,0.006391891891780688,0.16039189189189074,False,True,30,13.410818059901654,764.0976081081081,3,1,3,39
B,1,0.4573918918919162,,False,False,30,13.410818059901654,782.1926081081081,3,1,5,40
B,3,0.3693918918918371,2.151391891891876,False,True,30,13.410818059901654,800.5846081081081,4,1,5,41
B,3,0.3583918918918698,1.1393918918918189,False,True,30,13.410818059901654,819.5046081081082,3,1,4,42
B,2,0.18943442622946804,,False,True,25,11.17568171658471,841.2445655737705,2,1,3,43
B,2,0.3981871345029049,,False,True,35,15.645954403218596,861.935812865497,3,1,4,44
B,3,1.3263918918918307,-0.8406081081081993,False,True,30,13.410818059901654,881.4676081081082,2,1,2,45
C,0,0.4463918918918921,,False,False,30,13.410818059901654,36.99760810810811,3,1,5,0
C,1,0.42439189189188653,,False,False,30,13.410818059901654,56.48960810810811,4,1,5,1
C,0,0.07943442622951125,,False,False,25,11.17568171658471,76.66756557377049,1,1,3,2
C,3,0.3544344262295027,0.5854344262295115,False,True,25,11.17568171658471,121.61356557377049,3,1,4,3
C,2,4.7693918918919,,False,True,30,13.410818059901654,140.2326081081081,2,1,2,4
C,1,,,False,False,35,15.645954403218596,172.4228128654971,0,1,2,5
C,2,0.22218713450291716,,False,True,35,15.645954403218596,182.6748128654971,2,1,3,6
C,0,0.1231871345028992,,False,False,35,15.645954403218596,202.9368128654971,3,1,5,7
C,2,0.6113918918918841,,False,True,30,13.410818059901654,221.08260810810813,3,1,5,8
C,3,0.6621871345029149,2.598187134502922,False,True,35,15.645954403218596,238.48881286549707,4,1,5,9
C,0,,,False,False,30,13.410818059901654,257.9546081081081,0,1,2,10
