unique_ID,trial,trial_id,cross_time,cross_time_downsamp,cross_time_downsamp_error
7_14,14,8,1.28521,1.3,-0.01479000000000008
8_15,15,8,0.6029879,0.6,0.0029879000000000433
9_9,9,8,1.698804,1.7,-0.0011959999999999749
10_11,11,9,8.133067,8.133333333333333,-0.0002663333333323692
11_6,6,9,0.6487046,0.6333333333333333,0.01537126666666666
12_7,7,9,0.7161904,0.7,0.01619040000000005
13_2,2,9,10.21997,10.233333333333333,-0.013363333333332506
14_1,1,9,1.430066,1.4333333333333333,-0.003267333333333289
15_5,5,9,1.1490129999999998,1.1333333333333333,0.015679666666666536
16_12,12,9,0.904552,0.9,0.0045520000000000005
17_8,8,9,0.7917879,0.8,-0.008212100000000055
18_15,15,9,0.4164268,0.4,0.016426799999999964
19_10,10,9,1.28477,1.3,-0.015230000000000077
1_16,16,9,7.414611999999999,7.3999999999999995,0.014611999999999625
20_3,3,9,0.3681091,0.36666666666666664,0.0014424333333333816
2_13,13,9,0.546705,0.5333333333333333,0.01337166666666667
3_10,10,9,0.378359,0.36666666666666664,0.01169233333333336
4_1,1,9,8.607745,8.6,0.007744999999999891
5_15,15,9,0.5804933000000001,0.5666666666666667,0.013826633333333449
6_5,5,9,0.4239074000000001,0.43333333333333335,-0.009425933333333247
7_16,16,9,8.50159,8.5,0.0015900000000002024
8_10,10,9,8.444384,8.433333333333334,0.011050666666665876
9_4,4,9,7.674355999999999,7.666666666666667,0.0076893333333316605
10_8,8,10,4.3332190000000015,4.333333333333333,-0.00011433333333155105
11_15,15,10,4.229579,4.233333333333333,-0.003754333333333193
12_4,4,10,0.4689635999999999,0.4666666666666667,0.002296933333333251
13_7,7,10,5.551796,5.566666666666666,-0.014870666666666033
14_15,15,10,1.048383,1.0333333333333332,0.01504966666666685
15_8,8,10,4.286923000000002,4.3,-0.013076999999998229
16_5,5,10,3.952848,3.966666666666667,-0.013818666666666868
17_13,13,10,3.039247,3.033333333333333,0.005913666666666817
18_12,12,10,2.752761,2.7666666666666666,-0.013905666666666594
19_1,1,10,5.631258,5.633333333333333,-0.002075333333332985
1_5,5,10,3.149195,3.1333333333333333,0.015861666666666885
20_15,15,10,4.046151999999998,4.033333333333333,0.012818666666665202
2_15,15,10,2.833343,2.8333333333333335,9.666666666685586e-06
3_14,14,10,0.3243953,0.3333333333333333,-0.008938033333333317
4_7,7,10,3.975801,3.966666666666667,0.009134333333333355
5_9,9,10,4.042771,4.033333333333333,0.0094376666666669
6_2,2,10,4.658886,4.666666666666667,-0.007780666666667102
7_6,6,10,3.85461,3.8666666666666667,-0.012056666666666604
8_6,6,10,3.986368,4.0,-0.013631999999999866
9_2,2,10,4.0312160000000015,4.033333333333333,-0.00211733333333175
10_3,3,11,1.483936,1.5,-0.016064000000000078
11_13,13,11,1.394916,1.4,-0.005083999999999866
12_13,13,11,0.8833678,0.9,-0.016632199999999986
13_4,4,11,14.3204,14.333333333333334,-0.012933333333334573
14_7,7,11,2.366376,2.3666666666666667,-0.00029066666666688334
15_15,15,11,1.376073,1.3666666666666667,0.009406333333333405
16_10,10,11,1.259118,1.2666666666666666,-0.007548666666666648
17_11,11,11,1.026324,1.0333333333333332,-0.007009333333333201
18_9,9,11,0.4250319,0.43333333333333335,-0.00830143333333333
19_5,5,11,1.32871,1.3333333333333333,-0.004623333333333202
1_6,6,11,1.038827,1.0333333333333332,0.00549366666666673
20_2,2,11,0.4798338,0.4666666666666667,0.013167133333333303
2_14,14,11,0.6147449,0.6,0.01474490000000006
3_5,5,11,1.7079369999999998,1.7,0.00793699999999986
4_14,14,11,0.3905209,0.4,-0.009479100000000018
5_16,16,11,0.5923611999999999,0.6,-0.007638800000000057
6_13,13,11,0.783127,0.7666666666666666,0.01646033333333341
7_10,10,11,0.8807030999999998,0.8666666666666667,0.014036433333333154
8_11,11,11,0.7138496999999999,0.7,0.013849699999999965
9_14,14,11,1.406087,1.4,0.006087000000000176
10_7,7,12,7.506514,7.5,0.006514000000000131
11_4,4,12,7.886875,7.8999999999999995,-0.01312499999999961
12_14,14,12,0.7366339,0.7333333333333333,0.003300566666666671
13_15,15,12,9.740491,9.733333333333333,0.00715766666666795
14_14,14,12,1.205979,1.2,0.005978999999999957
15_13,13,12,2.915489,2.9,0.015489000000000086
16_7,7,12,1.218687,1.2333333333333334,-0.014646333333333317
17_9,9,12,2.077193,2.0666666666666664,0.010526333333333415
18_2,2,12,0.9613289,0.9666666666666667,-0.005337766666666632
19_9,9,12,7.861613,7.866666666666666,-0.005053666666666068
1_4,4,12,3.533547,3.533333333333333,0.00021366666666677858
20_14,14,12,1.350207,1.3666666666666667,-0.01645966666666676
2_3,3,12,0.915684,0.9,0.01568400000000003
3_16,16,12,1.015907,1.0,0.015906999999999893
4_13,13,12,0.5355021,0.5333333333333333,0.002168766666666655
5_7,7,12,7.179892,7.166666666666667,0.013225333333332756
6_7,7,12,6.969117,6.966666666666667,0.002450333333332999
7_7,7,12,0.8814875,0.8666666666666667,0.014820833333333283
8_9,9,12,7.930889,7.933333333333334,-0.0024443333333339368
9_3,3,12,1.440548,1.4333333333333333,0.0072146666666665915
10_16,16,13,3.474216,3.466666666666667,0.007549333333333408
11_8,8,13,3.65583,3.6666666666666665,-0.010836666666666606
12_3,3,13,0.9270413,0.9333333333333333,-0.006292033333333391
13_1,1,13,4.566644,4.566666666666666,-2.2666666666282254e-05
14_4,4,13,0.9939576,1.0,-0.006042400000000003
15_11,11,13,3.305595,3.3,0.005595000000000017
16_4,4,13,3.240358,3.2333333333333334,0.007024666666666679
17_15,15,13,2.323511,2.3333333333333335,-0.0098223333333336
18_6,6,13,2.8528130000000003,2.8666666666666667,-0.013853666666666431
19_4,4,13,3.518481,3.533333333333333,-0.014852333333333245
1_13,13,13,2.426168,2.433333333333333,-0.007165333333333024
20_6,6,13,3.608595,3.6,0.00859500000000013
2_12,12,13,1.811844,1.8,0.011843999999999966
3_2,2,13,0.7144989,0.7,0.014498900000000092
4_15,15,13,3.267262,3.2666666666666666,0.0005953333333335031
5_14,14,13,3.440579,3.433333333333333,0.007245666666666928
6_4,4,13,4.7474680000000005,4.733333333333333,0.014134666666667073
7_9,9,13,3.139758,3.1333333333333333,0.006424666666666745
8_14,14,13,3.920745,3.933333333333333,-0.01258833333333298
9_13,13,13,4.087757,4.1,-0.012242999999999782
10_12,12,14,1.574414,1.5666666666666667,0.007747333333333328
11_16,16,14,1.394775,1.4,-0.005224999999999813
12_11,11,14,0.9718267,0.9666666666666667,0.005160033333333369
13_14,14,14,14.63249,14.633333333333333,-0.0008433333333321968
14_11,11,14,2.1951650000000003,2.2,-0.004834999999999923
15_3,3,14,1.373293,1.3666666666666667,0.006626333333333401
16_15,15,14,1.94968,1.9333333333333333,0.01634666666666673
17_5,5,14,0.5374491,0.5333333333333333,0.004115766666666687
18_1,1,14,0.6936449,0.7,-0.006355099999999947
19_3,3,14,2.190689,2.2,-0.009311000000000291
1_9,9,14,4.199565,4.2,-0.0004350000000004073
20_5,5,14,11.90685,11.9,0.006850000000000023
2_9,9,14,0.7925974,0.8,-0.007402600000000037
3_8,8,14,0.3352995,0.3333333333333333,0.0019661666666666577
4_11,11,14,0.5365816,0.5333333333333333,0.003248266666666666
5_2,2,14,1.229054,1.2333333333333334,-0.004279333333333302
6_14,14,14,0.9500968,0.9666666666666667,-0.01656986666666671
7_5,5,14,1.025597,1.0333333333333332,-0.007736333333333123
8_16,16,14,1.1622940000000002,1.1666666666666667,-0.00437266666666658
9_15,15,14,2.022128,2.033333333333333,-0.01120533333333329
10_6,6,15,3.295116,3.3,-0.004883999999999666
11_2,2,15,3.395353,3.4,-0.004646999999999846
12_1,1,15,0.8040242,0.8,0.004024199999999922
13_13,13,15,4.614033,4.6,0.014033000000000406
14_2,2,15,1.176502,1.1666666666666667,0.009835333333333196
15_16,16,15,3.250169,3.2666666666666666,-0.01649766666666652
16_11,11,15,3.082263,3.0666666666666664,0.015596333333333767
17_14,14,15,2.984672,3.0,-0.015327999999999786
18_3,3,15,3.074077,3.0666666666666664,0.007410333333333519
19_15,15,15,3.809956,3.8,0.009956000000000298
1_3,3,15,2.804686,2.8,0.004685999999999968
20_10,10,15,3.594349,3.6,-0.005651000000000295
2_4,4,15,2.312281,2.3,0.012281000000000208
3_4,4,15,2.838225,2.8333333333333335,0.0048916666666665165
4_10,10,15,3.597422,3.6,-0.0025780000000001912
5_4,4,15,3.227156,3.2333333333333334,-0.006177333333333479
6_16,16,15,3.808159,3.8,0.008159000000000027
7_4,4,15,3.296788,3.3,-0.0032119999999999926
8_13,13,15,3.229645,3.2333333333333334,-0.0036883333333332935
9_10,10,15,3.452059,3.466666666666667,-0.014607666666666574
10_13,13,16,5.640839,5.633333333333333,0.007505666666666855
11_9,9,16,0.8522733,0.8666666666666667,-0.014393366666666685
12_16,16,16,0.6923035,0.7,-0.007696499999999995
13_8,8,16,10.36419,10.366666666666667,-0.0024766666666664605
14_8,8,16,10.36419,10.366666666666667,-0.0024766666666664605
15_1,1,16,0.4913147,0.5,-0.008685300000000007
16_2,2,16,0.989918,1.0,-0.010082000000000035
17_10,10,16,1.226605,1.2333333333333334,-0.006728333333333447
18_8,8,16,0.4416637,0.43333333333333335,0.008330366666666644
19_14,14,16,7.506628,7.5,0.006628000000000078
1_1,1,16,1.819086,1.8333333333333333,-0.014247333333333279
20_1,1,16,7.6981449999999985,7.7,-0.0018550000000017164
2_2,2,16,1.249478,1.2333333333333334,0.016144666666666696
3_3,3,16,0.6367795999999999,0.6333333333333333,0.0034462666666665864
4_8,8,16,0.3575595,0.36666666666666664,-0.009107166666666666
5_8,8,16,1.418012,1.4333333333333333,-0.015321333333333298
6_8,8,16,0.6923998,0.7,-0.007600199999999946
7_15,15,16,7.160131,7.166666666666667,-0.0065356666666671615
8_5,5,16,5.774352,5.766666666666667,0.007685333333333766
9_5,5,16,2.244335,2.2333333333333334,0.011001666666666576
